Date,Open,High,Low,Close,Volume
2012-01-10,516960,525200,511840,522720,14.25
2012-01-11,527520,532480,525600,531280,6.85
2012-01-12,528000,547360,522800,523520,11.65
2012-01-13,535040,553440,535040,537360,19.7
2012-01-17,519840,536240,511440,532960,19.3
2012-01-18,530400,535840,512160,513600,11.1
2012-01-19,505760,511440,498560,499760,16.05
2012-01-20,500960,504160,483120,484400,11.5
2012-01-23,484320,486640,468800,472160,22.85
2012-01-24,483680,485600,468960,474400,11.85
2012-01-25,474400,480160,451920,453760,25.6
2012-01-26,444320,460240,442880,454080,8.75
2012-01-27,461120,461280,442560,444400,9.15
2012-01-30,460480,463520,452480,457440,10.6
2012-01-31,448880,462160,445440,457600,10.15
2012-02-01,447440,450960,438960,445440,12.1
2012-02-02,437920,439840,431360,431360,15.55
2012-02-03,414160,418240,408400,408400,35.2
2012-02-06,412160,412720,403840,403840,14.45
2012-02-07,405600,412800,403920,407440,16.45
2012-02-08,406720,418400,405280,416800,10.65
2012-02-09,418800,437600,416000,437200,19
2012-02-10,460800,501760,455920,474640,48.05
2012-02-13,448320,454720,437920,437920,24.1
2012-02-14,444720,478960,444320,451520,29
2012-02-15,455120,480160,454960,477360,79.7
2012-02-16,487920,496080,456800,459440,81.65
2012-02-17,451040,464000,446640,452160,36.75
2012-02-21,447040,458720,445600,451840,37.45
2012-02-22,454880,456160,438080,439440,54.7
2012-02-23,440000,443760,408000,411360,51.15
2012-02-24,405440,428640,402400,425840,56.6
2012-02-27,441600,443200,416560,430560,33.9
2012-02-28,434560,436080,423520,425360,30.1
2012-02-29,418160,428000,409760,419680,32.75
2012-03-01,414560,417200,407360,410480,25.35
2012-03-02,410160,416400,407120,413360,18.25
2012-03-05,415840,419840,409440,412000,28.8
2012-03-06,438640,447280,429600,443600,73.2
2012-03-07,437520,440160,420560,422160,17.45
2012-03-08,410720,412960,402400,405440,43.25
2012-03-09,399120,399920,388880,396640,52.5
2012-03-12,392000,392480,377440,378480,47.3
2012-03-13,367520,370800,358720,361760,70.4
2012-03-14,359040,382640,358000,372960,52.65
2012-03-15,377120,380240,367040,367040,48.85
2012-03-16,365360,371200,363840,366320,38.15
2012-03-19,364640,365760,342000,345040,97.25
2012-03-20,352720,355600,328320,328720,59.5
2012-03-21,322000,326160,308560,312560,72.15
2012-03-22,326400,332000,312800,315840,46.9
2012-03-23,314400,319360,292800,293920,54.85
2012-03-26,283200,283200,265200,267360,80.55
2012-03-27,271440,293600,269680,292800,44.45
2012-03-28,293120,320720,288400,295280,70.65
2012-03-29,313440,313440,290880,294160,60.1
2012-03-30,281760,293680,281280,286160,38.5
2012-04-02,288000,288800,275840,286080,30.65
2012-04-03,285040,299360,282640,291040,32.9
2012-04-04,305520,312640,295440,298160,51
2012-04-05,304960,306480,296560,303600,20.05
2012-04-09,322880,323200,311200,323120,32.05
2012-04-10,325440,350000,320720,349440,74.55
2012-04-11,331680,342800,327840,340720,67.2
2012-04-12,336240,338000,310080,311360,56.9
2012-04-13,310240,329040,310240,328800,53.1
2012-04-16,317040,333440,313840,323200,51.55
2012-04-17,311680,312880,301440,305520,52.2
2012-04-18,308240,313600,301760,310400,50.6
2012-04-19,308960,321520,302400,312880,83
2012-04-20,305760,305920,298960,302560,64.95
2012-04-23,317120,323840,310640,312400,70.7
2012-04-24,311280,312400,304800,304880,43
2012-04-25,292560,294960,285200,285920,58.05
2012-04-26,286720,287520,273360,275840,64.6
2012-04-27,275040,280640,272960,275440,42.35
2012-04-30,279040,283120,277040,281680,64
2012-05-01,281040,281440,269360,272880,52.25
2012-05-02,278880,281440,272560,275360,40.2
2012-05-03,273200,284800,271200,281200,32.9
2012-05-04,284080,297600,283440,293520,89.9
2012-05-07,300560,301280,285520,288880,54.7
2012-05-08,294720,310080,290160,291680,104.85
2012-05-09,305680,311840,293520,302960,145.2
2012-05-10,294000,297760,289680,293440,77.45
2012-05-11,300880,301200,288160,297520,53.2
2012-05-14,310080,315360,306080,314720,124.6
2012-05-15,315840,331600,309920,330880,99.45
2012-05-16,325600,343200,320000,341680,118.35
2012-05-17,339600,358480,335120,358480,104.7
2012-05-18,356000,388480,353840,380960,233.1
2012-05-21,379760,384720,338560,339440,184.6
2012-05-22,335120,362640,320240,351120,101.85
2012-05-23,360960,372000,342160,345520,192.15
2012-05-24,342320,361680,341120,348320,99.2
2012-05-25,348240,349920,343040,344640,71.65
2012-05-29,334000,340800,326800,328320,88.8
2012-05-30,337200,350480,337200,350480,143.9
2012-05-31,353200,371600,343520,355520,145.2
2012-06-01,382400,386640,371760,385680,139.55
2012-06-04,377680,390640,368960,369280,125.4
2012-06-05,373360,374000,358960,361120,79.35
2012-06-06,351120,353360,334800,335120,82.9
2012-06-07,319920,333520,318000,331440,143.6
2012-06-08,333520,335200,313280,313440,66.45
2012-06-11,301920,340640,300240,339360,117.55
2012-06-12,337360,348960,331840,333920,132.05
2012-06-13,342240,356400,333120,350880,117.4
2012-06-14,348240,353760,328880,328880,125.85
2012-06-15,326240,330560,310720,315120,92.55
2012-06-18,312960,316320,287680,288320,191.85
2012-06-19,277760,286400,276320,282000,125.3
2012-06-20,282160,293040,270240,270240,188.25
2012-06-21,270960,301360,267760,300960,175.7
2012-06-22,290240,295040,268320,269920,147.45
2012-06-25,289120,295760,287200,292560,52.7
2012-06-26,284000,295520,280080,283920,118.05
2012-06-27,279600,286400,275920,285760,73.35
2012-06-28,289200,294480,276560,276640,98.5
2012-06-29,261200,264880,256960,258560,117.25
2012-07-02,253200,256400,240800,241760,72.8
2012-07-03,240000,240400,232800,236400,59.25
2012-07-05,238000,247120,238000,244880,67.1
2012-07-06,252000,252160,241840,242320,49.15
2012-07-09,241040,246400,237680,239920,41.45
2012-07-10,236400,251120,232960,247040,66.55
2012-07-11,246400,250320,236720,238640,60.4
2012-07-12,244560,250000,235440,241040,63.45
2012-07-13,237840,237840,226800,227120,84
2012-07-16,226480,229440,222000,224720,51.8
2012-07-17,220880,227040,214640,216240,73.95
2012-07-18,217200,219840,212720,218640,50.95
2012-07-19,216720,222000,213200,213200,56.65
2012-07-20,219840,226880,216880,224800,107.05
2012-07-23,242640,250240,235200,239040,163.7
2012-07-24,239360,256720,239040,249280,153.8
2012-07-25,247840,256960,242080,246400,131.6
2012-07-26,231120,236000,226720,227680,150.9
2012-07-27,217840,223760,216800,221280,114.9
2012-07-30,219440,226160,216720,225440,136.95
2012-07-31,230000,232640,225520,232160,114.5
2012-08-01,227920,232400,224240,227040,128.6
2012-08-02,232320,235040,222000,222160,158.95
2012-08-03,213360,214880,206640,206960,152.05
2012-08-06,203680,204960,199360,202320,146
2012-08-07,198880,207920,197760,207600,77.35
2012-08-08,207120,208320,198560,199200,78.25
2012-08-09,200320,202400,195840,198240,67.35
2012-08-10,200240,201200,194240,194480,75.25
2012-08-13,194880,195600,189280,189280,117.4
2012-08-14,190400,200160,189600,200000,132.45
2012-08-15,200160,201200,195200,199760,110.9
2012-08-16,199040,202720,195680,195680,141.45
2012-08-17,194000,196720,188800,190240,162.55
2012-08-20,191920,195200,189920,190560,75.25
2012-08-21,187920,197280,187280,195600,200.05
2012-08-22,198880,201120,194800,196880,85
2012-08-23,198240,203680,197520,200960,107.4
2012-08-24,203760,203920,191280,192960,115.7
2012-08-27,191280,194800,189680,194560,110.5
2012-08-28,197120,198400,194320,198080,105.75
2012-08-29,197200,199040,193440,198800,85.85
2012-08-30,202880,204880,200400,203120,77.05
2012-08-31,199200,204000,194800,196320,146.15
2012-09-04,196800,200080,194080,194720,104.2
2012-09-05,193920,194640,188240,189440,99.85
2012-09-06,184960,185120,169680,169920,223.55
2012-09-07,166480,166880,159600,160160,105.8
2012-09-10,162560,169520,157360,169040,198.5
2012-09-11,168400,170480,163840,168000,123.25
2012-09-12,164320,168480,162000,163280,103.1
2012-09-13,163200,165920,150000,151360,201
2012-09-14,148160,157280,145600,155920,194.1
2012-09-17,159040,159120,154960,155040,173.75
2012-09-18,156000,157680,150560,151280,234.65
2012-09-19,148240,151600,147840,150880,119.95
2012-09-20,152000,154640,149120,149280,143.85
2012-09-21,149280,150720,146240,148400,118.3
2012-09-24,149920,150640,144960,146320,113.95
2012-09-25,144800,157760,144640,157520,161.45
2012-09-26,160400,166960,158160,163760,183.65
2012-09-27,158240,160800,148480,149040,158.35
2012-09-28,152400,154800,148720,153760,88.45
2012-10-01,149840,156000,145760,154960,89.45
2012-10-02,152800,157200,151680,151760,74.95
2012-10-03,152320,155600,149440,151120,49.5
2012-10-04,150080,150960,147520,147520,83.45
2012-10-05,143040,147440,141280,145520,143.95
2012-10-08,147600,148800,145920,147120,64.8
2012-10-09,147600,154480,146880,153680,97.85
2012-10-10,152160,155360,151040,151760,81.5
2012-10-11,149680,150960,147840,149760,68.4
2012-10-12,147520,152240,146000,151360,102.05
2012-10-15,150160,152960,145600,145840,105.4
2012-10-16,143520,144640,142000,142560,159.65
2012-10-17,142240,144080,139920,140960,115.05
2012-10-18,141680,142560,138640,140480,110.7
2012-10-19,141760,151120,141600,149440,193.5
2012-10-22,148960,153600,147520,147680,117.6
2012-10-23,155760,161120,155040,159200,172.9
2012-10-24,156720,161120,156400,160080,109.15
2012-10-25,154480,159600,153760,155840,153.35
2012-10-26,155680,159520,152960,155360,130.2
2012-10-31,152000,159760,151840,158000,105.9
2012-11-01,156720,157040,145360,145440,143.75
2012-11-02,143520,149840,143040,149440,148.2
2012-11-05,151120,155600,150320,151920,94.75
2012-11-06,150880,152160,144720,146640,103.3
2012-11-07,150080,160000,148880,158160,340.35
2012-11-08,157440,160000,153920,159200,134.6
2012-11-09,160960,160960,154000,159040,120.7
2012-11-12,157200,157280,148240,149040,85.2
2012-11-13,152240,153120,145280,149120,116.9
2012-11-14,145040,156480,144400,154080,133.35
2012-11-15,154160,160400,151280,155440,143.75
2012-11-16,153840,159280,148080,148640,118.95
2012-11-19,143120,143120,135440,135680,180.15
2012-11-20,133680,136160,132720,132960,129.35
2012-11-21,132400,135120,130480,134000,61.55
2012-11-23,130560,131840,128160,128160,43.35
2012-11-26,130480,131200,126960,126960,104.2
2012-11-27,126160,130160,125120,129600,94
2012-11-28,131920,134480,125760,125920,117.25
2012-11-29,124000,127120,123680,124160,84.4
2012-11-30,123200,127760,123200,126400,100.25
2012-12-03,123200,129440,123200,129280,59.25
2012-12-04,130000,133280,128240,131520,86.85
2012-12-05,131200,134400,128560,129120,79.35
2012-12-06,129200,131760,128720,130640,71.95
2012-12-07,128480,131360,125840,126000,63.75
2012-12-10,127200,128800,126480,127840,104.95
2012-12-11,126320,126800,123440,123440,122.5
2012-12-12,123120,126880,122320,126720,81.9
2012-12-13,126240,130960,125680,129040,113.9
2012-12-14,129600,131440,128880,129840,83.9
2012-12-17,130240,130480,125200,125200,99.45
2012-12-18,123040,123840,119600,120640,150.65
2012-12-19,120400,127600,120320,127360,137.6
2012-12-20,127120,131360,126160,130560,160.7
2012-12-21,141040,141600,137040,139120,175.35
2012-12-24,136880,138480,136240,136800,50.1
2012-12-26,138960,144480,138720,144400,89.55
2012-12-27,144000,153440,142560,144480,146.35
2012-12-28,148880,152560,145520,151840,104
2012-12-31,156000,157520,134560,136080,293.6
2013-01-02,122720,126560,119440,119680,261.25
2013-01-03,121040,122320,118400,120720,93.15
2013-01-04,120240,120880,117600,118080,131.8
2013-01-07,119440,120400,117440,117920,106.45
2013-01-08,117360,119360,116160,116560,116.95
2013-01-09,114720,117920,114400,116800,133.45
2013-01-10,114640,116320,113840,114000,118.4
2013-01-11,114320,115600,113440,113440,62.3
2013-01-14,113360,114160,111120,111680,112.85
2013-01-15,113040,113440,110640,111520,107.2
2013-01-16,110800,111280,108160,109120,147.4
2013-01-17,107920,109840,107440,109840,105.95
2013-01-18,108800,109440,102400,103040,254
2013-01-22,102720,104800,99440,99680,133.05
2013-01-23,99840,100160,96640,97120,153.25
2013-01-24,97760,103360,96320,97680,242.15
2013-01-25,98000,100240,96800,98480,153.9
2013-01-28,98240,102320,98000,101120,120.85
2013-01-29,102400,103200,97360,98000,156
2013-01-30,100480,104400,99200,104320,184.05
2013-01-31,104880,105600,102240,104560,125.5
2013-02-01,100480,100480,97920,99200,226.9
2013-02-04,102160,106000,101040,106000,166.35
2013-02-05,103680,104080,99680,101760,164.3
2013-02-06,103760,104000,100880,100960,148.65
2013-02-07,99840,104720,99520,100640,265.4
2013-02-08,100000,100080,98320,98800,192.5
2013-02-11,98320,99200,96640,96880,171
2013-02-12,96800,97520,95280,95920,105.45
2013-02-13,95680,98080,94800,96560,145.65
2013-02-14,97200,97680,94480,95040,174.55
2013-02-15,94160,96560,93760,94160,157.05
2013-02-19,93600,93600,90000,90240,196.35
2013-02-20,90560,98560,90480,98240,360.7
2013-02-21,98160,103440,98160,99840,373.5
2013-02-22,97520,99520,96400,96560,144.05
2013-02-25,93200,110880,92000,109840,519.45
2013-02-26,108640,115200,105520,107360,609.75
2013-02-27,107840,108960,98160,100000,404.8
2013-02-28,99760,103040,98080,103040,357.55
2013-03-01,107600,110240,102880,104640,365.35
2013-03-04,106160,106640,99040,99040,214.3
2013-03-05,95920,96960,95200,96000,296.95
2013-03-06,94720,98240,94640,96400,235.35
2013-03-07,96080,96720,94320,94400,179.15
2013-03-08,92640,95840,92480,93120,220.7
2013-03-11,93120,93440,89120,89200,246.45
2013-03-12,89440,93360,88800,90560,345.55
2013-03-13,90400,92080,89520,90080,253.8
2013-03-14,88960,89920,88080,88320,252.85
2013-03-15,88800,90400,87920,88400,340.55
2013-03-18,94000,94160,89040,92960,445.8
2013-03-19,90880,97840,90560,93040,554.35
2013-03-20,89680,90720,87360,88000,460.25
2013-03-21,90240,91760,88160,90560,567
2013-03-22,89040,91600,88640,90320,173.35
2013-03-25,87920,91680,86720,89040,389.35
2013-03-26,87680,88640,86320,86640,214.8
2013-03-27,88800,89520,86880,87520,221.05
2013-03-28,87280,88000,86880,87200,159.2
2013-04-01,86800,88480,86480,87520,194.8
2013-04-02,86240,86480,84720,84880,200.5
2013-04-03,84720,88720,84240,87840,316.05
2013-04-04,87760,90000,86320,86320,252
2013-04-05,91200,91680,86640,86640,392.45
2013-04-08,85920,87200,84240,84240,235.9
2013-04-09,83520,84960,82320,83040,222.95
2013-04-10,82320,82560,80720,80960,276.35
2013-04-11,80560,81280,79200,80720,298.65
2013-04-12,81760,82480,79040,79280,249.1
2013-04-15,79680,91520,78640,88480,863.05
2013-04-16,84800,86240,81440,81680,423.75
2013-04-17,84800,93920,84720,91200,1087.1
2013-04-18,90800,97200,90720,95040,499.55
2013-04-19,93760,94240,87520,88240,325.2
2013-04-22,88800,90800,85280,86400,249.05
2013-04-23,83520,89520,81520,81920,416.05
2013-04-24,82000,82960,81040,82160,233.7
2013-04-25,81360,83600,81040,83040,147.25
2013-04-26,84000,85040,82800,83040,180.05
2013-04-29,81840,83280,81200,82640,144.95
2013-04-30,82640,83920,81600,81760,165.65
2013-05-01,82480,85360,82400,85360,240.9
2013-05-02,83760,84080,82080,82480,216.15
2013-05-03,80400,81280,80240,80560,199.35
2013-05-06,80560,80640,78800,79200,151.9
2013-05-07,78080,79680,77840,78480,308.85
2013-05-08,79360,80640,78640,79120,111.6
2013-05-09,79840,82160,79440,80560,227.35
2013-05-10,81040,82000,79600,79680,238.6
2013-05-13,79840,80560,78960,79200,213.15
2013-05-14,78800,79600,78240,78480,218.1
2013-05-15,79440,80000,78560,79120,213.65
2013-05-16,79840,80720,78880,79920,269.7
2013-05-17,79520,79680,77600,77760,310.9
2013-05-20,78960,78960,77680,78960,183.15
2013-05-21,78480,80080,78240,79680,222.25
2013-05-22,78880,81760,78400,80400,402.65
2013-05-23,84320,84400,80480,81040,474.5
2013-05-24,82080,82640,80720,80960,227.1
2013-05-28,78640,80000,78080,78800,247.45
2013-05-29,80160,81840,79440,80080,391.2
2013-05-30,80160,81120,79200,79920,354.05
2013-05-31,80800,82800,79840,82640,325.4
2013-06-03,82560,87040,82400,82400,538.35
2013-06-04,82960,86080,82400,83520,293.2
2013-06-05,84960,87440,84320,86960,382.85
2013-06-06,87840,91840,86000,86080,362.95
2013-06-07,83600,84800,81920,82080,358.2
2013-06-10,81008,82496,80752,81216,428.3
2013-06-11,84560,87040,83008,86352,760.55
2013-06-12,84576,92560,84416,91536,664.8
2013-06-13,91664,92784,86640,87120,562.3
2013-06-14,87440,89920,85568,89520,723.3
2013-06-17,87456,89552,86896,87888,321.3
2013-06-18,87440,87904,86560,86576,274.25
2013-06-19,87328,87920,82640,86576,684.25
2013-06-20,90208,99376,89776,96784,927.3
2013-06-21,93456,98544,92336,92928,1079.8
2013-06-24,97728,99840,95536,98640,887.3
2013-06-25,95392,97664,94928,95632,597.25
2013-06-26,93248,95392,93120,93360,410.9
2013-06-27,91136,91936,89616,89856,363.6
2013-06-28,91664,92224,87888,89456,541.85
2013-07-01,87904,88032,84864,86480,340.1
2013-07-02,87488,88960,85392,87680,269.25
2013-07-03,88592,88976,86176,86592,156.35
2013-07-05,84352,85776,82176,82320,260.25
2013-07-08,79840,80336,77952,78432,424.5
2013-07-09,76320,77424,76000,76768,515
2013-07-10,76800,77120,75632,76128,339.85
2013-07-11,73584,74848,73280,73920,347.6
2013-07-12,73920,75200,73552,74720,354.35
2013-07-15,73904,74544,72576,73024,317.15
2013-07-16,72880,75808,72752,75072,318.25
2013-07-17,73952,74736,72336,72384,325.05
2013-07-18,71904,72064,70368,71168,307.6
2013-07-19,71728,72528,69296,69680,260.75
2013-07-22,69232,69920,67920,68160,449.7
2013-07-23,67488,68960,66960,67872,261.95
2013-07-24,67360,69408,67280,68672,276.8
2013-07-25,69520,69536,66848,67072,229.35
2013-07-26,67680,68912,66576,66736,211.65
2013-07-29,67456,68304,66832,67568,199.95
2013-07-30,67344,68016,66192,66320,188.55
2013-07-31,66160,66224,63424,64896,309.15
2013-08-01,63152,63504,62640,62848,228.7
2013-08-02,62912,62960,61168,61216,249.85
2013-08-05,61040,61424,60320,60464,193.5
2013-08-06,60832,62768,60688,62272,249.1
2013-08-07,63360,64656,62624,63040,279.45
2013-08-08,61776,63280,61584,62048,216.05
2013-08-09,62064,63472,61504,62864,277.5
2013-08-12,64272,64304,62240,62480,165.3
2013-08-13,61968,63376,61536,61840,278.5
2013-08-14,61504,62592,61280,62528,194.25
2013-08-15,64672,65936,64352,65616,525.6
2013-08-16,65632,65776,63488,64544,426.4
2013-08-19,64896,66496,64416,66336,173.05
2013-08-20,66512,66896,63840,65504,367.4
2013-08-21,66640,67984,64144,66720,585.9
2013-08-22,65792,66000,64656,65072,301.65
2013-08-23,64368,65056,63680,63792,189.35
2013-08-26,63072,66048,62656,65904,287.15
2013-08-27,68880,71584,67872,71184,645.25
2013-08-28,71584,72544,69856,70912,558.2
2013-08-29,72048,72544,70384,72544,296.05
2013-08-30,71984,74720,71888,73360,444.05
2013-09-03,70048,72080,69760,70528,447.4
2013-09-04,70608,71088,69888,70352,305.4
2013-09-05,70224,70416,68592,68784,260.95
2013-09-06,67776,71296,67632,69376,523.45
2013-09-09,68592,68880,66416,66672,285.35
2013-09-10,64800,65216,64224,64224,352.3
2013-09-11,64624,64800,62000,62192,306.85
2013-09-12,62048,63392,61200,63296,251.45
2013-09-13,61968,63440,61776,62320,218.25
2013-09-16,60912,62128,60688,61664,331.75
2013-09-17,61488,61552,60752,61024,276.95
2013-09-18,61280,62112,58032,58752,491.05
2013-09-19,57968,59152,57728,58448,298.45
2013-09-20,58544,59520,57856,59440,283.55
2013-09-23,59392,61344,59120,60224,529.65
2013-09-24,59872,60560,58896,59952,395.1
2013-09-25,59712,60560,59088,59792,460.85
2013-09-26,58864,59552,58480,58608,322.7
2013-09-27,59568,61568,59440,61040,452.15
2013-09-30,63728,64000,61664,63120,968.25
2013-10-01,63200,63456,60976,60976,443.25
2013-10-02,62256,63424,61536,62912,470.65
2013-10-03,63392,68192,63120,65232,932.25
2013-10-04,66048,66864,64384,64656,581.35
2013-10-07,67392,69808,66576,69696,678.4
2013-10-08,69664,73808,69312,72896,1541.1
2013-10-09,72800,74800,69360,70432,1813.55
2013-10-10,67696,67760,63440,63536,1276.15
2013-10-11,63552,63776,61168,62336,862.85
2013-10-14,64672,65792,62096,62992,951.55
2013-10-15,63456,67216,62320,66832,1024.05
2013-10-16,63504,64480,59056,59056,819.05
2013-10-17,59728,59792,55792,55808,515.45
2013-10-18,54768,56176,54064,55184,593.45
2013-10-21,53872,56000,53872,55424,380.85
2013-10-22,54304,56016,54208,55760,2683.85
2013-10-23,56480,57808,56032,56080,423.95
2013-10-24,55824,56160,54944,55232,285.05
2013-10-25,55120,55920,55024,55120,251.55
2013-10-28,55344,55904,55104,55344,211.7
2013-10-29,55248,55776,54896,54912,154.9
2013-10-30,55104,56528,54928,55648,311.15
2013-10-31,55632,56000,54512,55376,260
2013-11-01,55008,55744,54592,55056,207.95
2013-11-04,54704,54976,53568,53600,212.55
2013-11-05,53952,54320,53232,53440,256.35
2013-11-06,52912,53632,52576,52624,149.65
2013-11-07,52352,54800,52336,54496,371.4
2013-11-08,53840,53952,52144,52144,360.35
2013-11-11,52192,52528,51936,51968,742.55
2013-11-12,52112,52384,51616,51936,325.45
2013-11-13,52640,52704,51520,51664,271.4
2013-11-14,51552,51760,51008,51104,438.1
2013-11-15,50704,50848,50416,50416,308.9
2013-11-18,49616,50672,49184,50448,414.1
2013-11-19,50240,51664,49936,51040,433.6
2013-11-20,51568,51664,49200,50016,713
2013-11-21,49408,49504,47952,48336,536.5
2013-11-22,48048,48320,47616,47632,257.3
2013-11-25,47168,48032,47104,47840,322.15
2013-11-26,47728,48192,47440,48032,2422
2013-11-27,47792,48240,47792,48112,205.1
2013-11-29,47904,48736,47840,48688,183.45
2013-12-02,48464,49424,48464,49088,300.65
2013-12-03,49984,51520,49600,50304,865.1
2013-12-04,51312,52000,49680,49744,1279.35
2013-12-05,49456,50608,49392,50144,364.3
2013-12-06,49008,49104,48064,48352,365.25
2013-12-09,48000,48384,47712,47952,319.35
2013-12-10,48272,48464,47920,48208,257.15
2013-12-11,48048,50672,48000,50432,584.55
2013-12-12,50224,51712,49888,50672,643.15
2013-12-13,50576,51216,50352,50768,415.85
2013-12-16,50208,51136,50000,50848,367.5
2013-12-17,51456,52160,50272,50624,443.45
2013-12-18,50160,51152,46992,47088,792.75
2013-12-19,47424,47744,46960,47600,443.35
2013-12-20,47200,47936,46976,47824,337.6
2013-12-23,47216,47408,46000,46144,377.05
2013-12-24,45408,45696,45072,45200,223.65
2013-12-26,44272,44480,44128,44384,389.3
2013-12-27,44192,45312,44192,44960,426.9
2013-12-30,45184,45936,44944,45712,342.05
2013-12-31,45168,46368,45104,45648,328.85
2014-01-02,46352,46896,46144,46576,440.2
2014-01-03,46192,46784,45680,46272,213.75
2014-01-06,45520,46176,45152,45696,272.1
2014-01-07,45216,45264,44576,44688,267.15
2014-01-08,44944,45104,44496,44768,216.85
2014-01-09,44624,45104,44464,44848,385.9
2014-01-10,44448,45008,43696,43792,403.1
2014-01-13,43888,46048,43216,45328,695.95
2014-01-14,44800,44800,43440,43488,670.15
2014-01-15,43424,44224,43328,43728,270.65
2014-01-16,43808,44416,43648,43936,271.65
2014-01-17,44096,44256,43440,43952,536.9
2014-01-21,43536,44224,43392,43424,365.95
2014-01-22,42928,43248,42656,42784,331.4
2014-01-23,43296,44992,43232,43888,678.25
2014-01-24,45216,48672,45088,47904,1076.05
2014-01-27,47760,51792,46928,48640,1395.1
2014-01-28,48656,48848,46144,46576,787.3
2014-01-29,48880,50496,47504,49728,1223.7
2014-01-30,48192,49488,47584,48944,454.3
2014-01-31,53712,53712,50848,52832,966.75
2014-02-03,53584,57232,52784,56624,3322.1
2014-02-04,55728,56688,54736,55504,4969.25
2014-02-05,56640,59056,56096,57536,862.1
2014-02-06,56880,56880,51792,51792,744.15
2014-02-07,50432,50688,47568,48720,720.45
2014-02-10,48416,49120,47696,48640,415.8
2014-02-11,47808,48256,46304,46848,514.45
2014-02-12,46224,47120,45760,45840,381.65
2014-02-13,47168,47216,45408,45456,552.75
2014-02-14,45360,45600,44400,44768,443.75
2014-02-18,44416,45408,44128,44160,260.1
2014-02-19,44816,47504,44368,47184,586.25
2014-02-20,46656,47568,45280,45424,486.3
2014-02-21,44896,46144,44592,45888,277.15
2014-02-24,45712,45792,44832,45584,404.4
2014-02-25,45472,46528,45056,45536,489.35
2014-02-26,45520,46848,45232,46128,530.45
2014-02-27,46912,47104,45856,45984,442.85
2014-02-28,46080,47696,45232,46736,528.65
2014-03-03,49664,50544,48288,49360,789.15
2014-03-04,46656,46880,46000,46224,557.65
2014-03-05,46144,46848,45824,46144,386.9
2014-03-06,45920,46480,45680,45888,424.15
2014-03-07,45552,47312,45504,46864,490.6
2014-03-10,47216,48128,46512,46640,308.2
2014-03-11,46512,47568,45952,47248,495.95
2014-03-12,48240,48608,47040,47248,527.35
2014-03-13,46576,49904,46528,49168,733.35
2014-03-14,50112,51392,49248,50560,911.4
2014-03-17,49168,49168,47920,48176,729.05
2014-03-18,47088,47376,46240,46304,636.45
2014-03-19,46416,48832,45904,47184,606.25
2014-03-20,47536,47856,46704,46912,360
2014-03-21,46336,47488,46176,47248,646.35
2014-03-24,47088,48528,46832,47344,601.35
2014-03-25,46752,47584,46608,46736,523.1
2014-03-26,46288,47568,46224,47568,856.9
2014-03-27,47472,48016,46928,46960,412.4
2014-03-28,46720,47072,46240,46432,455.95
2014-03-31,45968,46032,44944,44960,322.7
2014-04-01,44848,44848,43456,43488,394.95
2014-04-02,43536,44192,43440,43824,245.75
2014-04-03,43808,44336,43664,43760,302.55
2014-04-04,43040,45184,42944,44624,579.85
2014-04-07,45024,46272,44784,45664,549.15
2014-04-08,45456,46192,44768,44800,357.75
2014-04-09,44272,44832,43616,43680,399.15
2014-04-10,43776,46480,43680,46336,748.55
2014-04-11,46864,48368,46224,47744,666.05
2014-04-14,46800,48912,46688,47344,632.75
2014-04-15,47056,49408,46496,46784,645.35
2014-04-16,45840,46592,45072,45120,620.05
2014-04-17,45248,45520,44368,44464,581.45
2014-04-21,44448,44464,43568,43648,331.7
2014-04-22,43792,43968,43264,43552,328.4
2014-04-23,43712,44032,43552,43744,291.9
2014-04-24,43472,44528,43456,44272,333.6
2014-04-25,44704,45440,44464,44592,420.8
2014-04-28,44256,45072,43568,43600,392.3
2014-04-29,43440,43616,42816,42816,331.4
2014-04-30,43104,43280,42608,42896,363.6
2014-05-01,42992,43152,42512,42864,320.7
2014-05-02,42560,43136,42352,42688,279.05
2014-05-05,43312,43536,42160,42160,189.65
2014-05-06,42400,42624,41904,42432,318.55
2014-05-07,42288,42976,41600,41616,249.45
2014-05-08,41616,41968,40800,41760,345.6
2014-05-09,41568,42128,40784,40784,357.85
2014-05-12,40384,40432,39488,39584,371.15
2014-05-13,39536,39776,39296,39712,307.1
2014-05-14,39792,39968,39104,39504,409.05
2014-05-15,39712,40848,39584,39888,582.55
2014-05-16,39616,40048,38960,38960,250
2014-05-19,39200,39232,38448,38512,334.45
2014-05-20,38400,38944,37920,38144,586.05
2014-05-21,37856,37936,37408,37552,434.4
2014-05-22,37600,37792,37248,37568,203.7
2014-05-23,37568,37568,37152,37216,151.6
2014-05-27,36608,36736,36064,36144,457.5
2014-05-28,36144,36560,35888,36032,433.3
2014-05-29,35840,36128,35664,35840,319.7
2014-05-30,35888,36048,35776,35808,313.2
2014-06-02,35808,36160,35552,35584,228.95
2014-06-03,35776,36000,35584,35744,241.1
2014-06-04,35968,35984,35152,35376,246.15
2014-06-05,34944,35216,33968,34048,494
2014-06-06,33264,33296,32336,32336,491.15
2014-06-09,32208,32880,31904,32800,413.95
2014-06-10,32960,33152,32192,32224,252.75
2014-06-11,32816,33424,32576,32960,420.25
2014-06-12,33168,35136,33024,34528,813.3
