Date,Open,High,Low,Close,Volume
2014-06-13,34272,34832,33568,33904,432.3
2014-06-16,34112,34464,33504,33856,299.55
2014-06-17,33760,33920,32656,32704,473.45
2014-06-18,32576,32624,30928,30992,652.05
2014-06-19,30736,31360,30496,31072,562.6
2014-06-20,31024,31552,30768,31552,550.15
2014-06-23,31344,31680,30656,30752,478.85
2014-06-24,31056,32128,30624,31856,700.55
2014-06-25,32400,32416,30656,30656,607.8
2014-06-26,30640,31840,30624,31056,527.25
2014-06-27,31392,31456,30736,30816,358.3
2014-06-30,30720,30880,30144,30448,567.2
2014-07-01,30176,30320,29376,29696,571.65
2014-07-02,29600,29616,29088,29408,354.9
2014-07-03,28864,29056,28752,28960,226.7
2014-07-07,29184,29648,29120,29552,664.65
2014-07-08,29760,30704,29728,30080,647
2014-07-09,29600,29840,29280,29440,371.5
2014-07-10,31040,31152,30048,30512,663.3
2014-07-11,30448,30672,30048,30128,426.85
2014-07-14,29488,29504,29024,29296,388.1
2014-07-15,29040,30320,28960,29808,368.85
2014-07-16,28896,29616,28800,29072,357.1
2014-07-17,29488,32592,29072,31920,1399.05
2014-07-18,30624,30864,29472,29664,739.8
2014-07-21,29984,31024,29904,30432,1020.6
2014-07-22,29664,30016,29424,29792,512.85
2014-07-23,29632,30208,29584,30064,450.7
2014-07-24,29808,30320,29728,29872,487.8
2014-07-25,30384,30912,30320,30720,782.3
2014-07-28,30608,31408,30432,30592,783.15
2014-07-29,30448,30800,30032,30480,525.25
2014-07-30,30208,31136,30144,31024,515.45
2014-07-31,31984,34032,31872,33696,1359.4
2014-08-01,33904,35984,32704,35296,1182.3
2014-08-04,34912,35392,32912,33664,1032.2
2014-08-05,34336,36576,33968,36048,1524.95
2014-08-06,36704,36768,34752,36208,1167.8
2014-08-07,35264,37616,35024,36960,1321.85
2014-08-08,37008,37456,35344,35472,998.7
2014-08-11,34736,34896,33104,34000,876.5
2014-08-12,33872,34208,33248,33744,725.45
2014-08-13,32912,33152,31712,31920,857.2
2014-08-14,31440,31568,30768,30816,692.6
2014-08-15,30192,32512,30016,30848,1376.85
2014-08-18,29840,30032,29632,29648,872.1
2014-08-19,29280,29536,29200,29344,579.7
2014-08-20,29776,30144,29440,29568,679.85
2014-08-21,29568,29984,29520,29648,450.45
2014-08-22,29552,30144,29360,29536,824.1
2014-08-25,29232,29456,29056,29216,400.05
2014-08-26,29264,29600,29184,29488,342.45
2014-08-27,29584,29936,29424,29696,434.25
2014-08-28,30608,30640,29920,30192,630.35
2014-08-29,29904,30320,29792,29984,635.7
2014-09-02,29952,30416,29840,30192,439.6
2014-09-03,29696,30160,29680,29792,637.35
2014-09-04,29600,30208,29216,29856,619.65
2014-09-05,29712,30208,29216,29280,593.45
2014-09-08,29392,29696,29216,29344,439.65
2014-09-09,29536,30288,29488,30128,614.35
2014-09-10,30192,30720,29776,29872,650.35
2014-09-11,30496,30544,29792,29840,401
2014-09-12,29936,30992,29872,30512,874.4
2014-09-15,30656,31440,30624,31280,561.55
2014-09-16,31584,31616,29648,29728,908.35
2014-09-17,29552,29840,28832,29440,1023.5
2014-09-18,29216,29360,28992,29008,435.85
2014-09-19,28736,29392,28576,29056,709.2
2014-09-22,29392,30272,29328,30016,750.75
2014-09-23,30832,31168,30224,31168,902.95
2014-09-24,30960,31264,30096,30128,647.35
2014-09-25,30464,32848,30448,32400,1856.7
2014-09-26,32176,32304,30976,31280,890.85
2014-09-29,32992,33376,32032,32848,1444.4
2014-09-30,33040,33520,32368,33248,1022.35
2014-10-01,33280,34832,33200,33968,1728.9
2014-10-02,34208,35120,33024,33600,2690.35
2014-10-03,32480,32688,31232,31568,1244.15
2014-10-06,30848,32240,30528,32080,878.95
2014-10-07,32880,34400,32784,34368,1226.4
2014-10-08,34512,34864,31376,31456,1256.35
2014-10-09,31872,34448,31696,34352,2137.2
2014-10-10,34528,38240,33824,38240,1528.15
2014-10-13,37552,42224,36912,42144,1597.35
2014-10-14,41040,43088,38880,41536,3323.75
2014-10-15,44320,47136,41712,42000,3563.55
2014-10-16,47232,47488,41952,42976,2466.6
2014-10-17,39936,42016,39312,40976,2175.3
2014-10-20,41360,41584,37888,37984,1721.9
2014-10-21,36496,36816,34912,35120,2005.55
2014-10-22,34816,38032,34400,37872,1251.1
2014-10-23,35536,36288,34672,35680,1388.2
2014-10-24,35616,37600,35056,35296,1045.4
2014-10-27,35824,36496,34640,34736,704.6
2014-10-28,34224,34256,32448,32496,833.3
2014-10-29,32544,33984,32384,32992,1118.9
2014-10-30,33680,34240,32496,33152,912.25
2014-10-31,32080,32848,32064,32288,1296.2
2014-11-03,32288,33168,32080,32816,574.75
2014-11-04,33088,33952,32512,32576,774.5
2014-11-05,32000,32768,31968,32208,782.05
2014-11-06,31984,32560,31200,31360,748.1
2014-11-07,31296,31664,30832,30912,568.3
2014-11-10,30720,30800,29488,29712,1092.05
2014-11-11,29552,30272,29424,29696,534.75
2014-11-12,30432,30448,29760,30064,747.65
2014-11-13,30224,31264,29792,30416,1089.75
2014-11-14,30544,31152,30416,30496,458.25
2014-11-17,30768,31200,30128,30416,596.4
2014-11-18,30256,30256,29536,29856,789.75
2014-11-19,30304,30880,30160,30608,502.1
2014-11-20,31200,31232,30176,30336,353.7
2014-11-21,29360,29952,29360,29712,505.25
2014-11-24,29408,29552,29024,29072,412.05
2014-11-25,28928,29280,28784,28880,372.75
2014-11-26,28912,28944,28320,28400,515
2014-11-28,28496,29232,28320,29152,390.6
2014-12-01,29728,30656,29648,30368,710.8
2014-12-02,30288,30352,28640,28640,435.75
2014-12-03,28320,28560,28096,28240,570.4
2014-12-04,28544,29072,27952,28336,584.5
2014-12-05,27792,28000,27296,27776,482.35
2014-12-08,27952,29152,27488,28784,821.85
2014-12-09,30336,30832,28944,29136,1044.9
2014-12-10,29792,32288,29648,32240,1271.45
2014-12-11,31840,34256,30496,34240,1049.95
2014-12-12,35680,36272,33936,36016,2702.75
2014-12-15,34336,36560,33488,35168,1367.2
2014-12-16,36000,36896,33168,36896,1892.45
2014-12-17,37360,37376,33008,33168,1795
2014-12-18,31472,33056,31392,32112,486.8
2014-12-19,31968,32432,31392,31824,611.9
2014-12-22,31024,31216,30304,30336,700.3
2014-12-23,30112,30928,30112,30352,288.45
2014-12-24,30032,30352,29968,30096,185.15
2014-12-26,30128,30544,29888,30368,317.55
2014-12-29,30624,30720,30112,30304,315.85
2014-12-30,30752,31248,30384,31056,491.45
2014-12-31,30944,34128,30848,33584,668.75
2015-01-02,32480,34880,32048,32976,579.45
2015-01-05,33856,35904,33744,35440,775.8
2015-01-06,35200,37472,34736,36208,1007.75
2015-01-07,35120,35888,34528,35008,629.8
2015-01-08,33632,33760,32608,32768,587.4
2015-01-09,32384,34304,32384,34048,705.1
2015-01-12,34304,36496,34224,35664,507.55
2015-01-13,34832,37616,34400,36688,759.05
2015-01-14,38400,38752,37184,37344,1126.05
2015-01-15,36928,38592,36416,38496,707.05
2015-01-16,38576,39328,37296,37680,777.9
2015-01-20,36560,38624,36512,37344,728.95
2015-01-21,37776,38272,35536,35536,1606.85
2015-01-22,34560,35872,33248,33296,714
2015-01-23,33712,34272,32800,34144,503.45
2015-01-26,33904,34496,32560,32608,441.85
2015-01-27,34240,34592,33056,34016,813.85
2015-01-28,33152,37216,33152,36896,968.6
2015-01-29,36864,38176,35424,35648,1110.2
2015-01-30,36752,39440,36112,39280,954.35
2015-02-02,37984,39728,37104,37136,895.75
2015-02-03,36464,36816,35232,35376,659.4
2015-02-04,35936,36544,34784,36368,789.45
2015-02-05,35920,35920,34768,35008,766.05
2015-02-06,34608,37264,34336,36512,1171.1
2015-02-09,37216,37472,36544,36688,627.4
2015-02-10,35792,36512,35088,35296,741.4
2015-02-11,35632,36112,35376,35440,651.7
2015-02-12,34624,34816,33184,33344,854.5
2015-02-13,33136,33808,32752,32944,629.55
2015-02-17,33248,33488,32768,33024,601.05
2015-02-18,33424,33472,32608,32736,531.8
2015-02-19,33104,33120,32000,32016,550.3
2015-02-20,32640,32832,30624,30864,721.05
2015-02-23,31200,31392,30848,30976,468.95
2015-02-24,30896,30896,29520,29680,1028.75
2015-02-25,29776,30208,28544,29888,1004.6
2015-02-26,29808,30368,29152,29520,828.8
2015-02-27,29504,29760,28928,29408,717.95
2015-03-02,29232,29328,28384,28384,1075.2
2015-03-03,28800,29744,28544,29008,655.25
2015-03-04,29440,30064,28896,28928,982.95
2015-03-05,28720,29168,28528,28544,588.4
2015-03-06,28832,30000,28592,29856,795.15
2015-03-09,29632,29840,29136,29440,627.25
2015-03-10,30256,30752,30064,30384,980.45
2015-03-11,30544,31296,30336,31040,905.5
2015-03-12,30496,30528,29152,29200,752.7
2015-03-13,29328,30640,29184,29872,818.25
2015-03-16,29504,29584,28880,29200,654.7
2015-03-17,29616,29792,28944,29008,545.55
2015-03-18,29184,29424,27536,27760,1432.95
2015-03-19,28192,28496,27696,27808,778.4
2015-03-20,27456,27680,26528,27360,1195.95
2015-03-23,27136,27184,26544,26864,701.25
2015-03-24,26896,27040,26208,26720,818.3
2015-03-25,26592,27984,26464,27952,1320.3
2015-03-26,28496,28752,27536,27712,1588.65
2015-03-27,27712,27792,27264,27376,562.15
2015-03-30,26720,26784,26400,26528,827.25
2015-03-31,26640,27376,26592,27216,780.7
2015-04-01,27280,28096,27184,27200,888.15
2015-04-02,27040,27136,26560,26656,587
2015-04-06,26912,27008,25840,26016,802.2
2015-04-07,25888,26032,25600,26032,603.25
2015-04-08,25824,26016,25456,25520,670.8
2015-04-09,25408,25680,24608,24640,902.35
2015-04-10,24416,24448,23520,23552,907.4
2015-04-13,23264,24384,23008,24160,867.55
2015-04-14,24256,24608,23712,23920,729.9
2015-04-15,23600,23632,23136,23392,681.7
2015-04-16,23456,23568,22704,22912,580.05
2015-04-17,23680,24336,23536,23664,1336.2
2015-04-20,23232,23328,22752,22896,679.6
2015-04-21,22624,23152,22544,22896,602.45
2015-04-22,22784,23216,22544,22656,702.85
2015-04-23,22800,22864,22240,22448,787.4
2015-04-24,22288,22480,22144,22208,462.8
2015-04-27,22032,23024,21952,22896,603.3
2015-04-28,23040,23632,22048,22048,861.95
2015-04-29,22608,23024,22176,22656,884.9
2015-04-30,22944,23728,22704,23264,822.95
2015-05-01,22944,22960,22112,22112,791.55
2015-05-04,21952,22416,21808,22176,517.65
2015-05-05,22304,22928,22128,22896,877.9
2015-05-06,22624,24032,22560,23312,813.55
2015-05-07,23424,23728,22912,23104,693
2015-05-08,22208,22368,21824,21920,1002.65
2015-05-11,21984,22528,21904,22512,532.3
2015-05-12,22848,23168,22288,22416,748.25
2015-05-13,22208,22448,21952,22016,724.8
2015-05-14,21776,21856,21552,21552,840.5
2015-05-15,21472,21808,21360,21360,672.5
2015-05-18,21376,21408,20496,20672,838.35
2015-05-19,20560,20816,20208,20368,750.4
2015-05-20,20304,20688,20240,20416,589.15
2015-05-21,20528,20624,19760,19824,652
2015-05-22,19824,19968,19648,19872,357.95
2015-05-26,20112,20848,20032,20672,893.6
2015-05-27,20480,20576,19760,19888,619.2
2015-05-28,20112,20400,20000,20128,574.85
2015-05-29,20176,20512,19968,20240,894.7
2015-06-01,20032,20352,19824,20064,636.6
2015-06-02,20240,20496,20016,20368,594.25
2015-06-03,20272,20336,19952,20016,696.3
2015-06-04,20288,20800,20192,20688,1148.4
2015-06-05,20720,20896,20272,20320,931.55
2015-06-08,20416,20896,20384,20752,645.65
2015-06-09,20848,21024,20400,20496,926.35
2015-06-10,20192,20240,19568,19648,950.75
2015-06-11,19408,19488,19104,19216,869.55
2015-06-12,19472,19824,19408,19456,683.3
2015-06-15,19952,20320,19840,20304,1199.5
2015-06-16,20496,20576,19808,19888,1096.65
2015-06-17,19808,20288,19632,19824,686.15
2015-06-18,19584,19616,19040,19280,996.75
2015-06-19,19280,19536,19216,19488,655.7
2015-06-22,18960,19104,18560,18576,808.7
2015-06-23,18448,18496,18080,18080,884
2015-06-24,18192,18464,17952,18464,652.7
2015-06-25,18288,18688,18128,18592,690.3
2015-06-26,18480,18864,18368,18480,533.9
2015-06-29,19680,21840,19328,21632,2469.2
2015-06-30,20480,22464,20432,21472,2320.65
2015-07-01,20288,21024,19952,19984,1515.05
2015-07-02,19968,21632,19904,21264,1709.4
2015-07-06,22256,22464,21328,21808,1582.15
2015-07-07,21760,22976,20656,20656,1604.5
2015-07-08,21552,22768,21312,22736,2506.9
2015-07-09,21488,23056,21424,22880,1706.2
2015-07-10,21712,22400,21088,21136,1068.2
2015-07-13,19984,20080,18976,19104,1255.65
2015-07-14,19136,19216,18544,18912,676.25
2015-07-15,18880,19312,18592,18864,901.85
2015-07-16,18240,18288,17584,17632,1463.8
2015-07-17,17488,17728,17440,17488,892.75
2015-07-20,17456,17552,17056,17424,648.95
2015-07-21,17328,17584,17248,17264,642.2
2015-07-22,17744,17744,17024,17168,904.45
2015-07-23,17040,17664,16928,17392,632.3
2015-07-24,17424,18192,17248,17984,1030.55
2015-07-27,18688,19296,18432,18928,1142.55
2015-07-28,18352,18800,17344,17488,1254.5
2015-07-29,17408,17504,17072,17216,1013.55
2015-07-30,17312,17648,17040,17104,713.8
2015-07-31,16992,17312,16848,17072,743.5
2015-08-03,17040,17504,16784,16832,1077.15
2015-08-04,16912,17200,16736,16896,567.4
2015-08-05,16816,16992,16512,16720,637.2
2015-08-06,16784,17680,16768,17360,1156.4
2015-08-07,17328,17680,17104,17200,1200.15
2015-08-10,16768,16768,16528,16560,908.05
2015-08-11,17200,17632,16960,17328,1255.3
2015-08-12,18256,18560,17152,17280,1905.55
2015-08-13,17136,17456,16864,17088,826
2015-08-14,17024,17312,16912,17056,637.75
2015-08-17,17216,17392,16832,16848,943.15
2015-08-18,16928,17136,16768,17040,651.05
2015-08-19,17296,17776,16848,17360,2025.45
2015-08-20,18112,18976,17872,18880,2524.9
2015-08-21,19824,22048,19264,22016,5332.55
2015-08-24,28944,30080,22992,25952,5696.4
2015-08-25,23216,28336,23104,28288,2285.65
2015-08-26,25856,28928,25408,25616,1441.4
2015-08-27,24576,27904,24544,26288,1282.65
2015-08-28,27168,28880,26752,27584,3094
2015-08-31,27952,28848,27584,28624,2029.05
2015-09-01,31264,33552,30416,32688,3442.25
2015-09-02,30912,32160,29264,29296,3669.15
2015-09-03,28336,29968,27136,29104,814.8
2015-09-04,30528,31936,29808,31232,1978.25
2015-09-08,29392,29808,28416,28544,3219
2015-09-09,26976,29360,26928,29120,3394.05
2015-09-10,30016,30176,28416,28416,5279.45
2015-09-11,28576,29024,27728,27760,2164.3
2015-09-14,27728,28400,27680,27824,2095.45
2015-09-15,27392,27568,24976,25024,3303.8
2015-09-16,24112,24896,23616,23632,695.55
2015-09-17,23440,23968,21344,23408,3175.55
2015-09-18,25696,26624,24800,26272,3305
2015-09-21,25504,25792,24480,24528,2456.95
2015-09-22,25824,27248,25408,25952,4085.9
2015-09-23,25968,26336,25152,25392,2329.25
2015-09-24,26656,27920,25888,26080,3566.3
2015-09-25,25040,27392,24992,26752,2431.4
2015-09-28,27712,29360,27440,28624,2056.95
2015-09-29,28304,29360,27600,28656,1991.3
2015-09-30,27408,28144,27136,27328,1586
2015-10-01,27328,28256,26992,27008,1809.75
2015-10-02,28016,28288,25600,25632,2684.25
2015-10-05,25056,25136,24000,24192,2427.15
2015-10-06,24112,24800,23744,24432,1586.45
2015-10-07,24112,24672,23760,23840,1397.65
2015-10-08,23728,24016,22400,22688,2034.7
2015-10-09,22592,23360,22368,22672,1243.15
2015-10-12,22624,22816,21072,21264,941.6
2015-10-13,21760,22496,20992,22448,1071.2
2015-10-14,22608,23424,22176,22848,1402.95
2015-10-15,22352,22560,21104,21232,1586.3
2015-10-16,20832,21760,20816,20992,1822.05
2015-10-19,21040,21104,19472,19488,1277
2015-10-20,19728,20534.4,19416,20224,620.05
2015-10-21,20000,21712,19744,21632,1366.65
2015-10-22,21040,21056,19616,19664,1526.8
2015-10-23,19200,20240,19136,19824,1702.15
2015-10-26,20128,20560,19888,20496,914.65
2015-10-27,20800,20800,20016,20064,836.7
2015-10-28,20000,20672,19456,19488,1034.45
2015-10-29,19808,20144,19552,19728,1188.7
2015-10-30,19824,20080,19520,20048,630.95
2015-11-02,20032,20080,18864,19008,936.7
2015-11-03,19216,19520,18944,19408,632.2
2015-11-04,19264,20240,19232,20048,710.4
2015-11-05,20032,20384,19568,19616,806.3
2015-11-06,19680,20112,19200,19200,1057.05
2015-11-09,19312,20544,19216,20256,1222.3
2015-11-10,20464,20560,19536,19648,657.5
2015-11-11,19504,20096,19456,20080,371.55
2015-11-12,20608,21920,20384,21856,1800.25
2015-11-13,21984,23456,21808,23360,3026.75
2015-11-16,23264,23456,20960,21008,1446.55
2015-11-17,20768,22544,20656,22160,896.9
2015-11-18,21712,21760,20640,20688,2108.05
2015-11-19,20880,21648,20800,21424,945.3
2015-11-20,20768,20864,20432,20672,1267.3
2015-11-23,20560,20768,20016,20144,796.95
2015-11-24,20688,20912,20016,20240,935.8
2015-11-25,20160,20336,19840,19936,560
2015-11-27,19920,20160,19840,20112,258.45
2015-11-30,19984,20240,19840,19984,749.45
2015-12-01,19744,19920,19120,19152,913.15
2015-12-02,19200,20016,18864,19872,761.3
2015-12-03,19536,21792,19440,21328,1530.3
2015-12-04,20672,20848,19344,19344,1642.2
2015-12-07,19424,20496,19408,19840,1252.9
2015-12-08,20656,20912,19984,20432,1251.7
2015-12-09,20720,21888,19952,21296,2572.3
2015-12-10,21360,21776,20800,21552,1085.45
2015-12-11,22704,25216,22464,24784,2371.4
2015-12-14,24576,25824,22784,22992,2805.05
2015-12-15,22176,22928,21744,22048,2548.05
2015-12-16,21280,21808,20192,20544,2958.25
2015-12-17,20400,21680,20400,21440,1768.2
2015-12-18,22144,23328,21904,23184,2718.7
2015-12-21,22272,23136,22048,22064,1283.3
2015-12-22,21376,21632,20736,20944,1333.25
2015-12-23,20480,20928,20304,20464,1697.95
2015-12-24,20624,20896,20544,20816,425.05
2015-12-28,21216,21600,20576,20592,1115.7
2015-12-29,20272,20448,20128,20256,935.2
2015-12-30,20496,20912,20448,20848,862.05
2015-12-31,21104,21344,20752,21328,1724.1
2016-01-04,23008,23728,22576,22720,3728.85
2016-01-05,22160,22862.4,21768,21936,2756.9
2016-01-06,23408,23424,22576,22656,2707.3
2016-01-07,24160,25424,23568,25088,3325.9
2016-01-08,24160,26736,23904,26384,3975.85
2016-01-11,26128,28384,25312,25552,6488.55
2016-01-12,24464,25984,24248,24304,3057.3
2016-01-13,23856,27248,23792,26816,4028.65
2016-01-14,26512,27776,25104,25808,4276.6
2016-01-15,28672,29344,27584,28384,9675.55
2016-01-19,27264,29680,27264,28368,5564.8
2016-01-20,29280,31552,28464,29120,4900.4
2016-01-21,28800,30224,27984,28992,4555.05
2016-01-22,27568,27920,26528,26560,2644.45
2016-01-25,26880,27984,26480,27824,2334.85
2016-01-26,27456,27808,26496,26528,1580.4
2016-01-27,26832,27998.4,25968,27632,2578.15
2016-01-28,26720,27904,26512,26736,2026.85
2016-01-29,26496,26624,25520,25584,1451.8
2016-02-01,25744,26160,25008,25264,1132.75
2016-02-02,26112,27168,26064,26944,1851.55
2016-02-03,26528,28480,26496,26640,2306.1
2016-02-04,26976,27280,26272,26896,1640.25
2016-02-05,26816,28416,26816,27968,2059.55
2016-02-08,29072,30480,28736,29312,2462
2016-02-09,30448,30592,28960,29568,2010.9
2016-02-10,29024,29824,28464,29776,2051.6
2016-02-11,31824,32704,30896,31616,4398.2
2016-02-12,30640,31392,30208,30304,1354.55
2016-02-16,29216,29728,28784,28896,1311.9
2016-02-17,28224,28464,27600,27728,1246.2
2016-02-18,27536,28128,27248,27664,1150.85
2016-02-19,28160,28400,26912,26944,1199.7
2016-02-22,26160,26272,25392,25424,1261.25
2016-02-23,25744,26800,25584,26720,1248
2016-02-24,27808,28272,26400,26528,1522.4
2016-02-25,26336,26816,25584,25584,867.05
2016-02-26,25200,26200,25072,25984,1400.05
2016-02-29,25888,26416,25168,26336,1557.45
2016-03-01,25712,26000,24080,24080,2123.5
2016-03-02,24144,24528,23632,23632,1762.05
2016-03-03,23776,23952,22656,22880,1638.4
2016-03-04,22496,23392,22384,23168,2132.8
2016-03-07,23616,23705.6,22672,23200,2158.1
2016-03-08,23680,24144,23344,24080,2313.65
2016-03-09,23824,24256,23632,23760,2016.5
2016-03-10,23376,24432,22640,23296,3577.2
2016-03-11,22784,22880,22144,22160,1539.1
2016-03-14,22304,22464,21664,21776,986.35
2016-03-15,22432,22528,22064,22096,1259.05
2016-03-16,22416,22416,21104,21312,3133.05
2016-03-17,21312,21424,20400,20640,1602.25
2016-03-18,20400,20889.6,20128,20480,1624.35
2016-03-21,20496,20544,19840,19904,1240.25
2016-03-22,20160,20224,19488,19616,1398.15
2016-03-23,19840,20672,19824,20576,1440.35
2016-03-24,21312,21440,20432,20464,1593.8
2016-03-28,20256,20577.6,19856,20176,1034.7
2016-03-29,20240,20400,18976,18992,2478.75
2016-03-30,18704,18992,18225.6,18544,1544
2016-03-31,18720,18936.8,18304,18688,1361.6
2016-04-01,19264,19392,18080,18112,1507.2
2016-04-04,18080,18688,18000,18624,1974.15
2016-04-05,19312,19760,19056,19664,2071.05
2016-04-06,19584,19728,18352,18368,1703.8
2016-04-07,18928,20496,18688,20064,2694.3
2016-04-08,19344,19968,19024,19568,2362.2
2016-04-11,19232,19856,18992,19840,1492.7
2016-04-12,19824,20288,18992,19168,2380.4
2016-04-13,18736,18784,18192,18240,1753.5
2016-04-14,18176,18480,17920,18160,1132.3
2016-04-15,18112,18304,17888,17920,1507.3
2016-04-18,18144,18144,16752,16800,2427.4
2016-04-19,16736,17328,16480,16960,2832.55
2016-04-20,16720,17136,16576,17056,2527.5
2016-04-21,17232,17632,17088,17376,2457.9
2016-04-22,17472,17600,16864,16928,1865.15
2016-04-25,17200,17504,17072,17120,2808.9
2016-04-26,16912,17024,16640,16768,1477.45
2016-04-27,17008,17088,16096,16272,2805.15
2016-04-28,16592,17344,15968,17216,2975.1
2016-04-29,17440,18560,17232,17760,4364.85
2016-05-02,17440,17616,16544,16720,2720.8
2016-05-03,17216,17808,17136,17472,3394.6
2016-05-04,17920,18080,17568,17696,1891
2016-05-05,17344,17952,17280,17696,2532.55
2016-05-06,17760,17776,16832,16896,2203.25
2016-05-09,16720,16768,16160,16528,1802.7
2016-05-10,16096,16112,15680,15712,2333.1
2016-05-11,15744,16352,15504,16240,2250.6
2016-05-12,16032,16697.6,15776,16032,2857.1
2016-05-13,16064,16744,15728,16608,2821.4
2016-05-16,16480,16496,15648,15840,2636.95
2016-05-17,15984,16784,15888,16544,3229.75
2016-05-18,16592,16848,15968,16496,6162.7
2016-05-19,16784,17424,16534.4,16576,5832.55
2016-05-20,16224,16256,15920,15984,2750.9
2016-05-23,15968,16080,15696,15888,1754.85
2016-05-24,15680,15696,15056,15216,2377.85
2016-05-25,14992,15104,14656,14944,2125.8
2016-05-26,14912,14968,14720,14784,1504.1
2016-05-27,14672,14720,14368,14384,2185
2016-05-31,14176,14784,14112,14368,3031.5
2016-06-01,14608,14752,14160,14208,2931.25
2016-06-02,14400,14560,13856,13856,2747.8
2016-06-03,14096,14496,13712,13776,3367.25
2016-06-06,13712,13952,13552,13616,2829.8
2016-06-07,13504,13664,13344,13632,2656.25
2016-06-08,13616,13864,13516,13728,2025.6
2016-06-09,14000,14157.6,13824,13968,2649.35
2016-06-10,14624,15312,14524,15232,5056.65
2016-06-13,15920,17536,15536,17504,7032.25
2016-06-14,17824,18080,16864,17120,9156.6
2016-06-15,16944,17120,16224,16944,6019.65
2016-06-16,17712,18328,16336,16496,10263.75
2016-06-17,16496,16816,16208,16496,4298.55
2016-06-20,15408,15424,14888,15328,5199.65
2016-06-21,15056,15696,15024,15424,3578
2016-06-22,15424,16144,14992,15968,3914.5
2016-06-23,15072,15280,14304,14368,5171.05
2016-06-24,17216,18240,15856,17824,10006.8
2016-06-27,17920,18944,17728,17808,7200.7
2016-06-28,17152,17168,15968,16016,8169.8
2016-06-29,15520,15536,14976,15168,2239.3
2016-06-30,14944,15144,14576,14656,3609.05
2016-07-01,14560,14624,14151.2,14224,2270.4
2016-07-05,14480,15012,14432,14480,2047.85
2016-07-06,14704,14937.6,14096,14128,2432
2016-07-07,13888,14416,13664,13872,2502.3
2016-07-08,13376,13456,12880,12960,2753.75
2016-07-11,12768,13024,12648,12992,1834.8
2016-07-12,12672,12960,12636,12672,2529.05
2016-07-13,12544,12777.6,12448,12496,2254.45
2016-07-14,12336,12512,12256,12448,1978.2
2016-07-15,12368,12800,12288,12416,2851.7
2016-07-18,12480,12528,12068.8,12192,1729.4
2016-07-19,12192,12376,12016,12160,2039.25
2016-07-20,11920,12048,11728,11824,1856.5
2016-07-21,11856,12318.4,11792,12176,2674.7
2016-07-22,12096,12176,11744,11872,1775.8
2016-07-25,11766.4,12240,11692.8,11792,20356.85
2016-07-26,11811.2,12025.6,11680,11686.4,9480
2016-07-27,11532.8,11862.4,11315.2,11420.8,15389.65
2016-07-28,11475.2,11606.4,11142.4,11206.4,12779.4
2016-07-29,11200,11232,10736,10816,10680.95
2016-08-01,10732.8,10921.6,10492.8,10630.4,18679.55
2016-08-02,10758.4,11369.6,10697.6,11059.2,16943.35
2016-08-03,11072,11180.8,10764.8,10780.8,9485.85
2016-08-04,10630.4,10748.8,10403.2,10467.2,8763.7
2016-08-05,10220.8,10227.2,9990.4,10121.6,9098.95
2016-08-08,9980.8,10032,9888,9891.2,6494.4
2016-08-09,9747.2,9884.8,9539.2,9731.2,14736.05
2016-08-10,9670.4,10156.8,9651.2,9964.8,9791.1
2016-08-11,9843.2,9964.8,9715.2,9916.8,10943.25
2016-08-12,9920,10041.6,9747.2,9811.2,9351.55
2016-08-15,9715.2,9740.8,9616,9657.6,8241.5
2016-08-16,9856,10054.4,9852.8,9987.2,7560.05
2016-08-17,9958.4,10217.6,9699.2,9731.2,11215.45
2016-08-18,9782.4,9843.2,9561.6,9561.6,8419.3
2016-08-19,9670.4,9763.2,9564.8,9603.2,8321.75
2016-08-22,9670.4,9795.2,9603.2,9638.4,11671.4
2016-08-23,9571.2,9635.2,9513.6,9612.8,8277
2016-08-24,9660.8,9932.8,9641.6,9820.8,8228.95
2016-08-25,10000,10016,9721.6,9840,7891.4
2016-08-26,9753.6,10201.6,9491.2,9868.8,13387.95
2016-08-29,9833.6,9836.8,9612.8,9657.6,8447.4
2016-08-30,9622.4,9756.8,9552,9590.4,8473.35
2016-08-31,9619.2,9884.8,9571.2,9632,10981.1
2016-09-01,9587.2,9843.2,9552,9584,11626.85
2016-09-02,9392,9430.4,9241.6,9244.8,12901.45
2016-09-06,9164.8,9251.2,8995.2,9011.2,6218
2016-09-07,9008,9036.8,8864,8880,6561.55
2016-09-08,8889.6,9024,8867.2,8912,9379.55
2016-09-09,9267.2,10361.6,9232,10355.2,25612.05
2016-09-12,10457.6,10563.2,9539.2,9648,22539
2016-09-13,10041.6,11283.2,10016,10950.4,18108.7
2016-09-14,10784,11033.6,10339.2,10883.2,14006.95
2016-09-15,10870.4,11065.6,10345.6,10470.4,8319.05
2016-09-16,10691.2,10880,10275.2,10339.2,8655.15
2016-09-19,9984,10281.6,9779.2,10083.2,9930.1
2016-09-20,9846.4,10163.2,9833.6,10003.2,6171.2
2016-09-21,9868.8,10006.4,9180.8,9219.2,12268.7
2016-09-22,8979.2,9088.8,8892.8,8924.8,10764.4
2016-09-23,8972.8,9043.2,8883.2,8988.8,6144.5
2016-09-26,9337.6,9581.6,9267.2,9484.8,7624.9
2016-09-27,9481.6,9548.8,8908.8,8976,7056.85
2016-09-28,8918.4,9232,8864,8880,5976.05
2016-09-29,8928,9750.4,8787.2,9433.6,14227.15
